Date,Open,High,Low,Close,Adj Close,Volume
2020-04-03,58.750000,59.290001,57.410000,57.970001,55.384754,1089900
2020-04-06,60.299999,61.029999,59.750000,60.779999,58.069435,1312800
2020-04-07,63.430000,64.250000,61.240002,61.250000,58.518475,1614400
2020-04-08,61.970001,62.689999,60.610001,62.400002,59.617191,1408200
2020-04-09,63.310001,64.209999,62.230000,63.110001,60.295528,1387400
2020-04-13,63.279999,63.290001,61.279999,62.139999,59.368786,1652100
2020-04-14,63.189999,63.509998,61.750000,62.639999,59.846489,1268300
2020-04-15,61.060001,61.520000,60.169998,60.560001,57.859253,1344700
2020-04-16,60.509998,60.919998,58.959999,58.970001,56.340160,1611600
2020-04-17,61.419998,62.439999,60.580002,62.330002,59.550316,1531100
2020-04-20,60.930000,62.599998,60.380001,61.360001,58.623573,1441100
2020-04-21,59.990002,60.910000,59.070000,59.119999,56.483471,2463400
2020-04-22,59.439999,59.580002,58.200001,58.430000,56.551216,1410300
2020-04-23,58.950001,59.459999,58.389999,58.419998,56.541538,1086700
2020-04-24,58.700001,58.959999,57.820000,58.880001,56.986752,963600
2020-04-27,59.880001,60.709999,58.970001,60.480000,58.535301,1093500
2020-04-28,61.799999,62.279999,61.080002,61.500000,59.522503,1304600
2020-04-29,62.689999,63.779999,62.599998,63.650002,61.603374,1623600
2020-04-30,62.419998,62.860001,61.419998,61.590000,59.609612,1340000
2020-05-01,60.430000,60.430000,59.599998,60.049999,58.119129,1301100
2020-05-04,59.529999,60.410000,59.119999,60.330002,58.390129,1156600
2020-05-05,61.259998,61.480000,60.060001,60.230000,58.293335,1022800
2020-05-06,60.820000,60.889999,59.500000,59.790001,57.867493,932100
2020-05-07,60.400002,61.110001,60.060001,60.169998,58.235268,957000
2020-05-08,61.029999,61.500000,60.630001,61.330002,59.357975,985400
2020-05-11,60.639999,61.900002,60.500000,61.720001,59.735432,1139800
2020-05-12,61.880001,62.270000,60.320000,60.340000,58.399799,1015000
2020-05-13,60.410000,60.540001,58.139999,58.520000,56.638325,1535500
2020-05-14,57.970001,59.610001,57.110001,59.529999,57.615849,1927900
2020-05-15,58.580002,59.380001,58.240002,58.740002,56.851254,1098800
2020-05-18,60.599998,61.959999,60.200001,61.639999,59.658001,1129600
2020-05-19,61.299999,61.320000,59.700001,60.029999,58.099773,1607800
2020-05-20,60.919998,62.400002,60.910000,61.869999,59.880608,1474700
2020-05-21,61.619999,61.779999,59.930000,59.980000,58.051380,1329300
2020-05-22,59.770000,59.810001,58.450001,58.869999,56.977070,1392800
2020-05-26,60.970001,63.820000,60.889999,63.779999,61.729191,2556400
2020-05-27,63.340000,67.339996,63.259998,66.970001,64.816620,2295000
2020-05-28,67.209999,67.320000,65.750000,66.250000,64.119774,1245500
2020-05-29,65.559998,66.169998,64.339996,64.849998,62.764790,1654000
2020-06-01,65.169998,67.599998,65.139999,67.339996,65.174721,1111500
2020-06-02,68.199997,70.070000,67.879997,69.330002,67.100739,1760600
2020-06-03,70.500000,71.019997,69.820000,69.940002,67.691124,1344200
2020-06-04,69.690002,70.620003,68.769997,70.440002,68.175049,947100
2020-06-05,73.230003,74.129997,71.480003,71.919998,69.607452,1231400
2020-06-08,73.279999,73.300003,71.489998,71.889999,69.578423,1109300
2020-06-09,70.360001,71.360001,70.250000,70.650002,68.378296,1590000
2020-06-10,70.860001,71.190002,69.589996,69.739998,67.497551,940000
2020-06-11,67.370003,68.019997,65.809998,65.989998,63.868134,1405000
2020-06-12,67.949997,68.260002,66.599998,67.300003,65.136009,2190400
2020-06-15,65.709999,68.330002,65.419998,67.370003,65.203758,1095300
2020-06-16,69.230003,69.669998,67.540001,68.480003,66.278076,1114200
2020-06-17,68.790001,68.820000,67.650002,67.980003,65.794144,591000
2020-06-18,67.570000,68.849998,67.160004,68.449997,66.249023,859000
2020-06-19,69.379997,69.379997,67.739998,67.989998,65.803825,1192200
2020-06-22,67.639999,68.230003,67.290001,68.040001,65.852219,651800
2020-06-23,68.709999,69.260002,67.809998,68.320000,66.123215,856600
2020-06-24,67.730003,68.029999,67.029999,67.279999,65.116646,1166000
2020-06-25,67.019997,68.500000,66.900002,68.279999,66.084488,872400
2020-06-26,67.419998,67.839996,66.410004,66.680000,64.535942,1170600
2020-06-29,67.309998,68.010002,66.809998,67.410004,65.242470,852400
2020-06-30,66.870003,68.209999,66.790001,67.800003,65.619926,785600
2020-07-01,68.180000,68.699997,67.360001,67.419998,65.252144,446200
2020-07-02,68.410004,69.320000,67.809998,68.160004,65.968361,881100
2020-07-06,69.199997,69.199997,68.269997,69.019997,66.800697,784300
2020-07-07,68.459999,68.629997,67.660004,67.930000,65.745750,766700
2020-07-08,68.070000,68.339996,67.449997,68.059998,65.871567,644100
2020-07-09,67.860001,68.099998,66.699997,67.160004,65.000511,1368300
2020-07-10,67.029999,68.510002,67.029999,68.480003,66.278076,665500
2020-07-13,68.690002,69.510002,68.440002,68.629997,66.423241,1204100
2020-07-14,68.559998,69.750000,68.019997,69.620003,67.381416,967600
2020-07-15,70.279999,71.459999,70.279999,70.860001,68.581543,834500
2020-07-16,70.339996,71.239998,70.250000,70.440002,68.175049,726100
2020-07-17,70.599998,70.809998,70.290001,70.620003,68.349258,610600
2020-07-20,70.580002,70.699997,69.870003,70.120003,67.865334,746100
2020-07-21,70.930000,71.570000,70.839996,71.089996,68.804138,740700
2020-07-22,71.050003,71.190002,70.720001,71.129997,68.842857,578800
2020-07-23,71.139999,71.419998,70.830002,70.910004,68.629936,3096900
2020-07-24,70.059998,70.120003,69.269997,69.839996,68.370506,4840900
2020-07-27,69.589996,69.949997,69.209999,69.849998,68.380295,623100
2020-07-28,69.660004,69.750000,69.050003,69.110001,67.655869,761800
2020-07-29,69.349998,69.870003,68.809998,69.830002,68.360725,661100
2020-07-30,68.620003,69.410004,68.220001,69.389999,67.929977,550800
2020-07-31,69.099998,69.209999,68.559998,69.089996,67.636284,670400
2020-08-03,69.260002,69.639999,68.959999,69.139999,67.685234,247200
2020-08-04,68.769997,69.849998,68.769997,69.430000,67.969131,631000
2020-08-05,69.989998,70.720001,69.860001,70.620003,69.134094,464900
2020-08-06,70.180000,71.279999,70.180000,71.110001,69.613785,625000
2020-08-07,70.779999,71.300003,70.300003,71.300003,69.799797,511300
2020-08-10,71.500000,72.080002,71.269997,72.029999,70.514427,583900
2020-08-11,73.040001,73.900002,72.900002,73.419998,71.875175,819800
2020-08-12,74.209999,74.690002,73.849998,73.980003,72.423401,596600
2020-08-13,73.970001,74.230003,73.550003,73.860001,72.305923,495200
2020-08-14,73.489998,73.889999,73.230003,73.540001,71.992653,395000
2020-08-17,73.589996,73.879997,73.400002,73.599998,72.051392,501500
2020-08-18,73.769997,74.040001,73.500000,73.889999,72.335297,520500
2020-08-19,74.260002,74.730003,73.879997,73.919998,72.364655,622800
2020-08-20,73.330002,74.529999,73.230003,74.330002,72.766029,637100
2020-08-21,73.830002,74.339996,73.650002,74.309998,72.746452,321700
2020-08-24,74.589996,75.220001,74.559998,74.889999,73.314247,565300
2020-08-25,75.440002,76.029999,75.099998,75.989998,74.391106,610400
2020-08-26,77.400002,78.000000,76.860001,77.110001,75.487541,1167500
2020-08-27,77.459999,77.980003,77.300003,77.570000,75.937866,700500
2020-08-28,78.050003,78.309998,76.900002,77.199997,75.575638,469600
2020-08-31,77.260002,77.360001,76.080002,76.120003,74.518372,854300
2020-09-01,75.860001,76.080002,75.400002,75.790001,74.195313,597800
2020-09-02,75.889999,76.430000,75.660004,75.910004,74.312790,717200
2020-09-03,76.000000,76.099998,74.290001,74.519997,72.952034,706100
2020-09-04,75.209999,75.489998,73.720001,74.220001,72.658356,844500
2020-09-08,73.279999,73.349998,72.599998,72.760002,71.229073,810900
2020-09-09,73.239998,74.309998,73.209999,74.029999,72.472343,711900
2020-09-10,74.360001,74.370003,72.849998,73.029999,71.493393,510000
2020-09-11,73.250000,74.029999,73.120003,73.720001,72.168869,555000
2020-09-14,74.099998,74.389999,73.849998,74.230003,72.668137,492300
2020-09-15,74.519997,74.699997,74.180000,74.410004,72.844353,474600
2020-09-16,74.330002,74.690002,73.330002,73.400002,71.855606,509100
2020-09-17,72.730003,73.559998,72.470001,73.279999,71.738129,407000
2020-09-18,73.129997,73.199997,72.320000,72.339996,70.817902,456100
2020-09-21,71.209999,71.269997,69.970001,70.870003,69.378838,595200
2020-09-22,71.000000,71.589996,70.430000,70.860001,69.369049,434700
2020-09-23,71.389999,71.559998,69.930000,70.000000,68.527145,654600
2020-09-24,69.750000,71.040001,69.470001,70.599998,69.114510,695000
2020-09-25,69.940002,70.639999,69.669998,70.620003,69.134094,529300
2020-09-28,71.440002,71.809998,71.300003,71.449997,69.946632,738100
2020-09-29,71.199997,71.309998,69.879997,70.120003,68.644615,618200
2020-09-30,70.379997,70.750000,69.970001,70.139999,68.664192,808700
2020-10-01,70.580002,70.580002,69.639999,70.410004,68.928520,495400
2020-10-02,69.599998,71.089996,69.480003,70.760002,69.271149,644600
2020-10-05,71.410004,72.199997,71.000000,72.000000,70.485062,427200
2020-10-06,72.459999,72.970001,71.790001,71.870003,70.357796,464600
2020-10-07,73.040001,73.769997,72.809998,73.570000,72.022026,1868600
2020-10-08,73.919998,74.279999,73.720001,74.019997,72.462555,1078100
2020-10-09,74.400002,74.510002,73.739998,74.160004,72.599617,783200
2020-10-12,74.440002,74.910004,74.150002,74.669998,73.098877,425300
2020-10-13,74.480003,74.480003,73.459999,74.029999,72.472343,756600
2020-10-14,74.000000,74.269997,73.750000,73.820000,72.266762,1383500
2020-10-15,72.849998,73.769997,72.690002,73.470001,71.924126,873200
2020-10-16,73.529999,73.889999,73.320000,73.699997,72.149284,835900
2020-10-19,74.080002,74.199997,72.809998,72.970001,71.434654,1627400
2020-10-20,73.059998,73.529999,72.800003,73.050003,71.512970,1033000
2020-10-21,73.010002,73.709999,72.790001,73.570000,72.022026,1339400
2020-10-22,73.500000,74.309998,73.430000,74.099998,72.540871,1414300
2020-10-23,73.779999,73.879997,73.129997,73.300003,72.562660,2468000
2020-10-26,72.580002,72.629997,71.220001,71.599998,70.879753,647800
2020-10-27,71.599998,71.599998,70.290001,70.500000,69.790817,668500
2020-10-28,69.279999,69.570000,68.419998,68.480003,67.791145,705500
2020-10-29,68.349998,70.099998,67.779999,69.750000,69.048363,896600
2020-10-30,69.559998,70.000000,69.110001,69.989998,69.285950,811600
2020-11-02,70.489998,70.699997,69.820000,70.559998,69.850212,549500
2020-11-03,71.570000,72.470001,71.410004,72.190002,71.463821,740400
2020-11-04,71.779999,73.820000,71.230003,73.349998,72.612152,559700
2020-11-05,74.230003,74.669998,73.650002,73.800003,73.057625,576600
2020-11-06,74.199997,74.480003,73.779999,74.190002,73.443703,388700
2020-11-09,76.440002,77.440002,74.959999,75.059998,74.304947,1116900
2020-11-10,75.250000,76.500000,75.209999,76.160004,75.393890,836900
2020-11-11,76.580002,77.050003,76.389999,76.699997,75.928452,682300
2020-11-12,76.209999,76.419998,75.570000,76.370003,75.601776,1058600
2020-11-13,76.559998,76.900002,76.330002,76.440002,75.671066,970400
2020-11-16,77.550003,77.730003,77.040001,77.690002,76.908493,512000
2020-11-17,77.089996,79.230003,77.089996,78.959999,78.165718,657900
2020-11-18,79.190002,80.000000,78.919998,79.570000,78.769585,668700
2020-11-19,79.360001,79.720001,78.779999,79.690002,78.888374,505600
2020-11-20,79.699997,80.000000,79.400002,79.739998,78.937866,580200
2020-11-23,79.980003,80.779999,79.930000,80.720001,79.908012,638900
2020-11-24,81.620003,82.879997,81.419998,82.849998,82.016586,818200
2020-11-25,82.430000,83.209999,81.930000,82.919998,82.085884,636600
2020-11-27,82.919998,83.540001,82.870003,83.209999,82.372963,270200
2020-11-30,82.769997,83.230003,81.959999,81.980003,81.155342,731700
2020-12-01,83.180000,83.400002,82.639999,82.660004,81.828499,661800
2020-12-02,82.739998,82.910004,81.580002,82.180000,81.353325,798900
2020-12-03,82.500000,83.029999,82.080002,82.209999,81.383026,604600
2020-12-04,82.639999,82.639999,82.010002,82.300003,81.472122,666400
2020-12-07,82.019997,82.790001,81.769997,82.559998,81.729500,519900
2020-12-08,82.330002,82.940002,82.320000,82.570000,81.739403,453900
2020-12-09,82.919998,83.379997,82.589996,82.900002,82.066086,605700
2020-12-10,82.930000,84.000000,82.739998,83.580002,82.739243,539400
2020-12-11,82.900002,83.440002,82.629997,83.309998,82.471954,412800
2020-12-14,83.930000,84.000000,82.089996,82.169998,81.343422,530100
2020-12-15,82.820000,83.010002,82.099998,82.250000,81.422623,592000
2020-12-16,82.139999,82.360001,81.419998,82.120003,81.293930,607300
2020-12-17,82.379997,82.730003,81.730003,82.070000,81.244431,406300
2020-12-18,81.970001,82.269997,81.160004,81.360001,80.541573,565500
2020-12-21,80.470001,81.029999,79.839996,80.739998,79.927811,650500
2020-12-22,80.730003,80.750000,79.820000,80.129997,79.323944,542500
2020-12-23,80.720001,81.620003,80.529999,81.489998,80.670265,565700
2020-12-24,81.910004,81.940002,81.339996,81.870003,81.046448,196400
2020-12-28,82.269997,83.059998,81.720001,81.809998,80.987045,279700
2020-12-29,82.370003,82.550003,81.669998,82.050003,81.224640,479600
2020-12-30,82.550003,82.650002,82.059998,82.120003,81.293930,380100
