Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,1.180000,1.210000,1.120000,1.180000,1.180000,327500
2020-03-03,1.200000,1.280000,1.180000,1.240000,1.240000,349400
2020-03-04,1.280000,1.340000,1.250000,1.320000,1.320000,736900
2020-03-05,1.310000,1.310000,1.230000,1.250000,1.250000,268000
2020-03-06,1.250000,1.290000,1.220000,1.260000,1.260000,341500
2020-03-09,1.200000,1.220000,1.150000,1.150000,1.150000,509200
2020-03-10,1.190000,1.190000,1.100000,1.150000,1.150000,736100
2020-03-11,1.150000,1.150000,1.000000,1.030000,1.030000,591400
2020-03-12,0.980000,0.990000,0.810000,0.810000,0.810000,386900
2020-03-13,1.010000,1.010000,0.750000,0.840000,0.840000,529000
2020-03-16,0.750000,0.850000,0.560000,0.670000,0.670000,974400
2020-03-17,0.640000,0.700000,0.600000,0.630000,0.630000,626200
2020-03-18,0.620000,0.670000,0.600000,0.650000,0.650000,691500
2020-03-19,0.670000,0.800000,0.620000,0.800000,0.800000,484100
2020-03-20,0.820000,0.900000,0.630000,0.690000,0.690000,2639200
2020-03-23,0.720000,0.850000,0.670000,0.780000,0.780000,478800
2020-03-24,0.840000,0.840000,0.760000,0.800000,0.800000,321300
2020-03-25,0.900000,0.900000,0.770000,0.820000,0.820000,422200
2020-03-26,0.840000,0.900000,0.770000,0.870000,0.870000,344900
2020-03-27,0.880000,0.960000,0.750000,0.770000,0.770000,953800
2020-03-30,0.850000,0.850000,0.750000,0.790000,0.790000,514300
2020-03-31,0.820000,0.820000,0.760000,0.770000,0.770000,225100
2020-04-01,0.770000,0.770000,0.690000,0.730000,0.730000,368800
2020-04-02,0.710000,0.800000,0.680000,0.730000,0.730000,452300
2020-04-03,0.750000,0.750000,0.690000,0.710000,0.710000,169300
2020-04-06,0.710000,0.750000,0.700000,0.710000,0.710000,316400
2020-04-07,0.750000,0.790000,0.720000,0.720000,0.720000,312700
2020-04-08,0.770000,0.820000,0.760000,0.790000,0.790000,462100
2020-04-09,0.810000,0.850000,0.720000,0.790000,0.790000,600400
2020-04-13,0.800000,0.820000,0.760000,0.810000,0.810000,221500
2020-04-14,0.800000,0.830000,0.780000,0.800000,0.800000,199000
2020-04-15,0.810000,0.820000,0.780000,0.810000,0.810000,199700
2020-04-16,0.840000,0.840000,0.780000,0.810000,0.810000,205100
2020-04-17,0.830000,0.910000,0.820000,0.900000,0.900000,484900
2020-04-20,0.920000,0.960000,0.900000,0.940000,0.940000,367500
2020-04-21,0.930000,0.940000,0.850000,0.880000,0.880000,194100
2020-04-22,0.890000,0.920000,0.850000,0.900000,0.900000,165600
2020-04-23,0.960000,0.960000,0.900000,0.940000,0.940000,277700
2020-04-24,0.940000,0.940000,0.890000,0.900000,0.900000,194100
2020-04-27,0.940000,0.950000,0.890000,0.940000,0.940000,326700
2020-04-28,0.940000,0.940000,0.880000,0.890000,0.890000,317000
2020-04-29,0.890000,0.930000,0.890000,0.920000,0.920000,319500
2020-04-30,0.930000,0.930000,0.890000,0.910000,0.910000,169800
2020-05-01,0.910000,0.920000,0.880000,0.900000,0.900000,193400
2020-05-04,0.910000,0.910000,0.820000,0.870000,0.870000,359000
2020-05-05,0.850000,0.880000,0.830000,0.830000,0.830000,230400
2020-05-06,0.850000,0.850000,0.800000,0.820000,0.820000,185000
2020-05-07,0.820000,0.820000,0.770000,0.790000,0.790000,252400
2020-05-08,0.780000,0.820000,0.780000,0.800000,0.800000,155000
2020-05-11,0.820000,0.830000,0.750000,0.760000,0.760000,259700
2020-05-12,0.780000,0.840000,0.760000,0.790000,0.790000,240700
2020-05-13,0.830000,0.890000,0.780000,0.800000,0.800000,648900
2020-05-14,0.800000,0.840000,0.760000,0.800000,0.800000,254100
2020-05-15,0.770000,0.840000,0.760000,0.820000,0.820000,289700
2020-05-18,0.840000,0.860000,0.810000,0.840000,0.840000,1940400
2020-05-19,1.260000,1.300000,1.000000,1.050000,1.050000,7228600
2020-05-20,1.030000,1.120000,1.030000,1.060000,1.060000,1210800
2020-05-21,1.030000,1.060000,0.900000,0.940000,0.940000,1143400
2020-05-22,0.950000,0.980000,0.940000,0.970000,0.970000,383500
2020-05-26,1.020000,1.040000,0.990000,1.030000,1.030000,780700
2020-05-27,1.050000,1.190000,1.000000,1.140000,1.140000,2859400
2020-05-28,1.160000,1.170000,1.070000,1.080000,1.080000,707600
2020-05-29,1.100000,1.150000,1.080000,1.130000,1.130000,504100
2020-06-01,1.140000,1.140000,1.040000,1.100000,1.100000,440000
2020-06-02,1.100000,1.180000,1.100000,1.160000,1.160000,580200
2020-06-03,1.180000,1.430000,1.150000,1.380000,1.380000,2254900
2020-06-04,1.320000,1.380000,1.140000,1.260000,1.260000,1946300
2020-06-05,1.300000,1.420000,1.290000,1.360000,1.360000,1104000
2020-06-08,1.450000,1.690000,1.420000,1.640000,1.640000,1919500
2020-06-09,1.670000,1.680000,1.500000,1.630000,1.630000,779900
2020-06-10,1.600000,1.660000,1.490000,1.520000,1.520000,537000
2020-06-11,1.280000,1.470000,1.150000,1.350000,1.350000,691700
2020-06-12,1.370000,1.750000,1.350000,1.610000,1.610000,1514700
2020-06-15,1.650000,1.740000,1.520000,1.700000,1.700000,1047900
2020-06-16,1.750000,1.830000,1.620000,1.710000,1.710000,621300
2020-06-17,1.610000,2.190000,1.610000,2.030000,2.030000,1721700
2020-06-18,1.920000,2.020000,1.820000,1.940000,1.940000,673600
2020-06-19,1.950000,2.080000,1.940000,2.030000,2.030000,545700
2020-06-22,2.040000,3.700000,2.000000,3.540000,3.540000,15572600
2020-06-23,3.040000,3.060000,2.510000,2.820000,2.820000,4636900
2020-06-24,2.730000,2.880000,2.220000,2.380000,2.380000,1809400
2020-06-25,2.490000,2.750000,2.410000,2.520000,2.520000,924200
2020-06-26,2.520000,2.570000,2.260000,2.360000,2.360000,763000
2020-06-29,2.360000,2.450000,2.190000,2.270000,2.270000,546400
2020-06-30,2.480000,3.130000,2.470000,2.710000,2.710000,3966600
2020-07-01,2.530000,2.690000,2.510000,2.560000,2.560000,919100
2020-07-02,2.630000,2.760000,2.550000,2.600000,2.600000,824600
2020-07-06,2.720000,2.720000,2.450000,2.500000,2.500000,477700
2020-07-07,2.480000,2.570000,2.420000,2.520000,2.520000,233000
2020-07-08,2.550000,2.780000,2.520000,2.750000,2.750000,593700
2020-07-09,2.750000,2.890000,2.600000,2.860000,2.860000,629900
2020-07-10,2.850000,3.170000,2.760000,3.120000,3.120000,959200
2020-07-13,3.240000,3.250000,2.810000,2.940000,2.940000,1307600
2020-07-14,3.000000,3.190000,2.810000,3.130000,3.130000,706800
2020-07-15,3.140000,3.520000,3.110000,3.420000,3.420000,1082100
2020-07-16,3.450000,3.970000,3.420000,3.880000,3.880000,1606400
2020-07-17,3.950000,4.240000,3.750000,3.830000,3.830000,1483600
2020-07-20,3.800000,4.190000,3.770000,3.860000,3.860000,875400
2020-07-21,3.910000,4.080000,3.880000,4.050000,4.050000,476500
2020-07-22,4.020000,4.670000,4.020000,4.550000,4.550000,1031300
2020-07-23,4.770000,4.770000,3.970000,4.080000,4.080000,1826400
2020-07-24,3.960000,4.240000,3.850000,4.000000,4.000000,578400
2020-07-27,3.990000,4.100000,3.910000,4.000000,4.000000,419300
2020-07-28,3.970000,4.090000,3.770000,4.060000,4.060000,353000
2020-07-29,4.060000,4.450000,4.000000,4.390000,4.390000,717300
2020-07-30,4.700000,5.610000,4.600000,5.470000,5.470000,2585300
2020-07-31,5.310000,5.440000,4.900000,5.380000,5.380000,827000
2020-08-03,5.430000,6.490000,5.400000,6.230000,6.230000,1956100
2020-08-04,6.260000,6.380000,5.860000,6.120000,6.120000,1105200
2020-08-05,6.250000,6.270000,5.900000,6.160000,6.160000,521200
2020-08-06,6.300000,6.700000,6.200000,6.260000,6.260000,1230800
2020-08-07,6.250000,6.490000,6.210000,6.270000,6.270000,825800
2020-08-10,6.330000,7.480000,6.310000,7.280000,7.280000,1749700
2020-08-11,7.490000,7.600000,6.530000,7.060000,7.060000,1204200
2020-08-12,7.250000,7.370000,6.770000,7.110000,7.110000,778300
2020-08-13,7.090000,7.280000,6.990000,7.210000,7.210000,475800
2020-08-14,7.290000,7.720000,7.060000,7.650000,7.650000,955600
2020-08-17,7.950000,9.480000,7.800000,8.980000,8.980000,2897000
2020-08-18,9.120000,9.650000,8.280000,9.490000,9.490000,2828400
2020-08-19,9.240000,12.350000,9.100000,11.570000,11.570000,10735300
2020-08-20,11.400000,11.980000,10.550000,11.400000,11.400000,4099200
2020-08-21,11.610000,13.580000,11.610000,12.200000,12.200000,7789200
2020-08-24,12.630000,12.810000,8.520000,10.180000,10.180000,8081000
2020-08-25,9.590000,10.390000,8.600000,9.070000,9.070000,3003200
2020-08-26,9.200000,9.830000,7.650000,7.820000,7.820000,3864700
2020-08-27,7.890000,8.440000,6.010000,6.850000,6.850000,5567200
2020-08-28,7.030000,7.810000,6.410000,7.600000,7.600000,3601900
2020-08-31,7.750000,9.200000,7.230000,8.670000,8.670000,6197200
2020-09-01,8.470000,9.820000,8.070000,9.450000,9.450000,4862600
2020-09-02,9.440000,9.540000,7.790000,8.210000,8.210000,3543500
2020-09-03,8.960000,9.000000,6.800000,6.930000,6.930000,4592900
2020-09-04,7.010000,7.300000,5.730000,7.080000,7.080000,2653500
2020-09-08,6.770000,7.200000,6.510000,6.670000,6.670000,1228900
2020-09-09,6.760000,7.410000,6.520000,7.150000,7.150000,1395400
2020-09-10,7.150000,8.200000,7.130000,7.630000,7.630000,3075800
2020-09-11,7.620000,7.680000,7.000000,7.220000,7.220000,1223800
2020-09-14,7.220000,7.450000,7.080000,7.300000,7.300000,834900
2020-09-15,7.210000,7.850000,7.170000,7.270000,7.270000,990300
2020-09-16,7.280000,8.470000,7.210000,8.090000,8.090000,2576500
2020-09-17,7.840000,8.310000,7.520000,8.310000,8.310000,1370800
2020-09-18,8.210000,8.720000,7.950000,8.480000,8.480000,1651600
2020-09-21,7.950000,8.340000,7.650000,8.250000,8.250000,885500
2020-09-22,8.200000,8.450000,7.900000,8.400000,8.400000,1132000
2020-09-23,8.330000,8.950000,7.750000,7.850000,7.850000,1509700
2020-09-24,7.700000,8.210000,7.260000,7.910000,7.910000,850600
2020-09-25,7.790000,8.190000,7.610000,8.090000,8.090000,583800
2020-09-28,8.060000,8.480000,7.860000,8.280000,8.280000,807300
